#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 03 30 20 50 130  8.0 10.0   1.5     5   5.0  89 1015.5  19.3  22.2  18.2   MM -1.4    MM
2017 03 30 19 50 140  6.0  7.0   1.6    10   5.3 109 1016.0  20.2  22.2  19.7   MM -1.5    MM
2017 03 30 18 50 150  7.0  8.0   1.5    10   5.3 103 1016.6  20.3  22.1  18.9   MM -0.7    MM
2017 03 30 17 50 110  5.0  8.0   1.5     9   5.4 103 1016.9  21.3  21.9  19.6   MM -0.5    MM
2017 03 30 16 50  80  6.0  8.0   1.6    10   5.9 105 1017.5  20.5  21.0  18.5   MM +0.4    MM
2017 03 30 15 50 110  7.0  9.0   1.4    10   5.4  96 1017.3  21.1  20.9  18.6   MM +0.3    MM
2017 03 30 14 50  90  8.0 10.0   1.6    10   5.5  94 1017.4  22.3  20.9  18.1   MM +0.6    MM
2017 03 30 13 50  90  8.0  9.0   1.6     9   5.3  94 1017.1  22.2  20.9  18.1   MM +0.6    MM
2017 03 30 12 50  90  7.0  9.0   1.5     9   5.3 117 1017.0  22.1  20.9  18.4   MM +1.1    MM
2017 03 30 11 50 100  8.0  9.0   1.4    10   5.1 118 1016.8  22.1  20.9  18.4   MM +1.0    MM
2017 03 30 10 50 100  8.0  9.0   1.4     9   5.0 103 1016.5  21.9  21.1  18.7   MM +0.5    MM
2017 03 30 09 50  90  8.0  9.0   1.5    10   5.1  96 1015.9  21.8  21.1  18.9   MM -0.6    MM
2017 03 30 08 50 100  8.0  9.0   1.6     9   5.1 129 1015.8  21.9  21.0  18.5   MM -1.4    MM
2017 03 30 07 50  80  7.0  9.0   1.5     9   5.0 101 1016.0  21.8  21.1  19.2   MM -1.2    MM
2017 03 30 06 50  80  8.0 10.0   1.7    10   5.2 110 1016.5  21.5  20.7  19.5   MM -0.9    MM
2017 03 30 05 50  80  8.0 10.0   1.8    10   5.4 114 1017.2  21.3  20.5  19.7   MM +0.0    MM
2017 03 30 04 50  80  8.0  9.0   1.5    10   5.5 115 1017.2  21.4  20.1  19.4   MM +0.0    MM
2017 03 30 03 50  80  8.0 10.0   1.4    11   5.6 106 1017.4  21.4  20.0  19.4   MM +0.6    MM
2017 03 30 02 50  80  8.0  9.0   1.4    10   5.9 112 1017.4  21.6  20.1  19.6   MM +1.5    MM
2017 03 30 01 50  70  6.0  7.0   1.2    10   5.8  96 1017.2  21.4  20.3  20.0   MM +1.7    MM
2017 03 30 00 50  80  5.0  6.0   1.2    10   6.2  97 1016.8  21.7  20.1  19.9   MM +1.3    MM
2017 03 29 23 50  80  4.0  5.0   1.2    10   6.0  98 1015.9  21.7  20.7  20.1   MM +0.5    MM
2017 03 29 22 50  70  6.0  7.0   1.2    10   5.8 108 1015.5  21.8  21.3  20.6   MM +0.0    MM
2017 03 29 21 50  60  6.0  8.0   1.2    10   6.0 100 1015.5  21.5  21.8  20.0   MM +0.0    MM
2017 03 29 20 50  50  5.0  6.0   1.3    11   6.5 116 1015.4  21.1  21.9  19.2   MM -0.7    MM
2017 03 29 19 50  30  5.0  6.0   1.3    10   6.0 115 1015.6  20.9  21.8  18.3   MM -0.6    MM
2017 03 29 18 50  30  6.0  7.0   1.4    11   6.6 108 1015.7  20.6  21.8  18.3   MM -0.7    MM
2017 03 29 17 50  20  6.0  7.0   1.4    10   6.6 108 1016.1  20.6  21.8  19.0   MM +0.0    MM
2017 03 29 16 50  10  4.0  4.0   1.5    11   6.8 116 1016.2  21.2  21.8  19.7   MM +0.9    MM
2017 03 29 15 50  20  3.0  3.0   1.2    10   5.8  99 1016.4  20.9  21.4  18.6   MM +1.6    MM
2017 03 29 14 50  40  4.0  5.0   1.5    10   6.5 106 1016.1  20.9  21.2  17.6   MM +1.5    MM
2017 03 29 13 50  40  6.0  7.0   1.4    11   6.2 108 1015.3  20.9  21.2  16.8   MM +1.3    MM
2017 03 29 12 50  30  6.0  7.0   1.3    10   6.1 105 1014.8  20.9  21.2  16.3   MM +1.6    MM
2017 03 29 11 50 330  4.0  5.0   1.5    10   6.2 121 1014.6  19.3  21.2  18.1   MM +1.8    MM
2017 03 29 10 50 290  5.0  7.0   1.5    11   5.8 114 1014.0  19.3  21.4  18.0   MM +1.0    MM
2017 03 29 09 50 270  7.0  8.0   1.5    10   5.7 116 1013.2  19.9  21.5  18.1   MM -0.0    MM
2017 03 29 08 50 250  7.0  8.0   1.6    10   5.7 126 1012.8  20.1  21.5  18.1   MM -0.8    MM
2017 03 29 07 50 240  8.0 10.0   1.4    10   5.5 120 1013.0  20.5  21.4  18.1   MM -0.8    MM
2017 03 29 06 50 250  9.0 11.0   1.7    10   6.0 110 1013.2  20.4  21.5  18.5   MM -1.0    MM
2017 03 29 05 50 240  9.0 11.0   1.5    11   6.1 131 1013.6  20.5  21.7  18.7   MM -0.5    MM
2017 03 29 04 50 240  8.0 10.0   1.6     9   6.3 124 1013.8  20.9  21.6  18.8   MM +0.0    MM
2017 03 29 03 50 240  7.0  8.0   1.6    11   6.4 132 1014.2  21.2  21.6  19.0   MM +1.1    MM
2017 03 29 02 50 240  6.0  7.0   1.7    11   6.4 128 1014.1  20.9  21.7  19.3   MM +1.5    MM
2017 03 29 01 50 240  6.0  7.0   1.5    11   5.6 128 1013.8  21.2  21.8  19.3   MM +1.5    MM
2017 03 29 00 50 220  8.0  9.0   1.6    10   5.7 128 1013.1  22.2  22.0  18.9   MM +0.9    MM
2017 03 28 23 50 210  8.0  9.0   1.6    10   5.9 130 1012.6  22.2  22.0  18.9   MM -0.4    MM
2017 03 28 22 50 210  8.0  9.0   1.6    11   6.0 125 1012.3  22.0  22.0  19.0   MM -1.2    MM
2017 03 28 21 50 210  8.0 10.0   1.8    11   6.6 121 1012.2  21.8  21.8  18.9   MM -2.0    MM
2017 03 28 20 50 210  8.0  9.0   1.7    10   6.4 119 1013.0  21.3  21.5  19.1   MM -2.0    MM
2017 03 28 19 50 220  8.0  9.0   1.7    11   6.5 128 1013.5  21.1  21.2  18.8   MM   MM    MM
2017 03 28 18 50 220  8.0  9.0   1.9    10   7.0 118 1014.2  21.0  21.2  18.5   MM   MM    MM
2017 03 28 17 50 210  8.0  9.0   1.7    10   6.2 120 1015.0  20.8  21.4  18.0   MM -1.4    MM
2017 03 28 14 50 230  8.0  9.0   1.6    11   6.6 137 1016.4  21.4  22.2  17.9   MM +0.0    MM
2017 03 28 13 50 230  8.0 10.0   1.7    10   6.3 130 1016.3  21.8  21.9  17.4   MM +0.7    MM
2017 03 28 12 50 240  8.0  9.0   1.7    10   6.2 130 1016.2  21.7  21.3  17.0   MM +0.8    MM
2017 03 28 11 50 240  7.0  8.0   1.8    10   6.2 118 1016.2  21.5  21.0  17.3   MM +1.0    MM
2017 03 28 10 50 230  8.0 10.0   1.5    11   5.6 126 1015.6  21.9  20.9  16.2   MM -0.0    MM
2017 03 28 09 50 210  8.0  9.0   1.5    10   5.7 124 1015.4  22.1  20.9  16.1   MM -0.7    MM
2017 03 28 08 50 200  7.0  8.0   1.5    10   5.9 136 1015.2  22.1  20.9  15.7   MM -1.6    MM
2017 03 28 07 50 200  6.0  7.0   1.6    10   6.3 134 1015.7  22.1  20.9  16.0   MM -1.6    MM
2017 03 28 06 50 190  6.0  7.0   1.6    10   6.6 127 1016.1  22.1  20.9  16.3   MM -1.2    MM
2017 03 28 05 50 180  6.0  7.0   1.4     9   6.0 127 1016.8  22.1  21.0  16.5   MM -0.4    MM
2017 03 28 04 50 180  4.0  5.0   1.6    11   6.9 131 1017.3  22.1  21.3  16.7   MM +0.8    MM
2017 03 28 03 50 180  5.0  6.0   1.4    10   6.6 134 1017.3  22.1  21.6  16.4   MM +0.6    MM
2017 03 28 02 50 170  5.0  6.0   1.4    11   6.7 129 1017.2  22.0  21.8  16.5   MM +0.8    MM
2017 03 28 01 50 160  6.0  7.0   1.3    10   6.5 122 1016.5  22.0  22.1  16.2   MM -0.0    MM
2017 03 28 00 50 160  5.0  6.0   1.1    10   6.7 136 1016.7  22.1  23.0  15.8   MM -0.4    MM
2017 03 27 23 50 170  6.0  7.0   1.2    10   7.5 133 1016.4  22.3  23.8  15.4   MM -1.3    MM
2017 03 27 22 50 170  6.0  8.0   1.2    10   7.3 129 1016.7  22.3  24.1  14.5   MM -1.8    MM
2017 03 27 21 50 180  4.0  5.0   1.1    10   7.2 130 1017.1  22.4  24.3  13.8   MM -2.3    MM
2017 03 27 20 50 200  3.0  4.0   1.1     9   6.8 130 1017.7  22.5  24.1  13.1   MM -2.6    MM
2017 03 27 19 50 210  3.0  4.0   1.1     8   6.7 135 1018.5  22.3  23.6  13.7   MM -2.4    MM
2017 03 27 18 50 230  2.0  3.0   1.1    10   6.3 121 1019.4  21.9  22.9  14.3   MM -1.9    MM
2017 03 27 17 50 270  3.0  4.0   1.3     9   6.6 122 1020.3  21.5  22.7  14.0   MM -0.8    MM
2017 03 27 16 50 280  2.0  3.0   1.4     9   6.8 137 1020.9  21.5  22.8  14.1   MM +0.0    MM
2017 03 27 15 50 300  3.0  4.0   1.3    10   6.8 130 1021.3  21.3  22.7  14.8   MM +0.7    MM
2017 03 27 14 50 230  3.0  4.0   1.1    10   6.5 129 1021.1  22.0  23.0  13.0   MM +0.9    MM
2017 03 27 13 50 200  3.0  4.0   1.2    11   6.7 141 1020.7  22.1  23.2  12.6   MM +1.2    MM
2017 03 27 12 50 210  3.0  4.0   1.2    10   6.5 139 1020.6  22.3  23.2  12.2   MM +1.8    MM
2017 03 27 11 50 180  3.0  4.0   1.2    10   6.1 145 1020.2  22.0  23.2  12.2   MM +1.5    MM
2017 03 27 10 50 190  4.0  5.0   1.1     9   5.8 141 1019.5  21.8  23.2  12.0   MM +0.4    MM
2017 03 27 09 50 180  5.0  6.0   1.2     9   5.4 139 1018.8  21.8  23.3  12.1   MM -0.8    MM
2017 03 27 08 50 170  6.0  7.0   1.3     9   5.6 146 1018.7  21.7  23.2  12.8   MM -1.6    MM
2017 03 27 07 50 170  6.0  7.0   1.4    10   5.6 128 1019.1  21.8  23.1  13.0   MM -1.6    MM
2017 03 27 06 50 160  7.0  8.0   1.4     9   5.5 128 1019.6  21.9  23.0  13.9   MM -1.5    MM
2017 03 27 05 50 140  6.0  7.0   1.3     9   5.4 137 1020.3  21.9  22.9  14.1   MM -1.0    MM
2017 03 27 04 50 150  6.0  8.0   1.5     9   5.6 148 1020.7  22.1  22.9  12.7   MM -0.7    MM
2017 03 27 03 50 140  7.0  9.0   1.4    10   5.4 140 1021.1  22.1  22.9  12.2   MM +0.0    MM
2017 03 27 02 50 140  7.0  8.0   1.3     9   5.4 144 1021.3  22.2  23.2  13.0   MM +0.7    MM
2017 03 27 01 50 140  7.0  8.0   1.2     7   5.5 134 1021.4  22.2  23.3  13.4   MM +0.7    MM
2017 03 27 00 50 140  6.0  9.0   1.2    10   5.5 137 1020.9  22.3  23.4  13.7   MM -0.0    MM
2017 03 26 23 50 140  6.0  8.0   1.2     8   5.8 132 1020.6  22.3  23.3  13.8   MM -0.4    MM
2017 03 26 22 50 160  5.0  7.0   1.3     9   6.1 149 1020.7  22.4  23.3  13.7   MM -0.6    MM
2017 03 26 21 50 140  4.0  5.0   1.2     9   5.7 136 1020.8  22.8  23.3  11.9   MM -1.0    MM
2017 03 26 20 50 150  4.0  5.0   1.2    10   5.7 145 1021.0  22.7  23.2  12.6   MM -1.3    MM
2017 03 26 19 50 150  5.0  6.0   1.2     8   5.6 134 1021.3  22.4  23.1  12.9   MM -1.5    MM
2017 03 26 18 50 140  5.0  6.0   1.2     9   5.3 140 1021.8  22.5  22.9  13.1   MM -1.2    MM
2017 03 26 17 50 140  5.0  6.0   1.2     7   5.0 134 1022.3  22.6  22.6  12.5   MM -0.5    MM
2017 03 26 16 50 150  6.0  7.0   1.3     8   5.4 134 1022.8  22.5  22.5  13.1   MM +0.6    MM
2017 03 26 15 50 140  6.0  8.0   1.3     9   5.2 146 1023.0  22.3  22.6  13.2   MM +0.7    MM
2017 03 26 14 50 140  7.0  9.0   1.3     8   5.2 129 1022.8  22.4  22.4  13.2   MM +0.8    MM
2017 03 26 13 50 150  7.0  8.0   1.4     6   5.4 114 1022.2  22.1  22.4  13.3   MM +0.5    MM
2017 03 26 12 50 150  7.0  8.0   1.3     8   5.5 144 1022.3  21.9  22.6  13.8   MM +1.2    MM
2017 03 26 11 50 160  5.0  7.0   1.4     9   5.7 132 1022.0  21.8  22.7  12.9   MM +0.9    MM
2017 03 26 10 50 160  6.0  8.0   1.4     8   5.5 139 1021.7  22.0  22.7  10.5   MM -0.0    MM
2017 03 26 09 50 160  7.0  9.0   1.3     8   5.0 149 1021.1  21.9  22.6  10.7   MM -0.9    MM
2017 03 26 08 50 140  8.0  9.0   1.3     8   5.1 137 1021.1  21.4  22.3  13.2   MM -1.7    MM
2017 03 26 07 50 150  7.0  9.0   1.4     8   4.9 140 1021.6  21.2  21.8  12.5   MM -1.4    MM
2017 03 26 06 50 140  7.0  8.0   1.3     8   5.1 146 1022.0  21.6  21.5  11.4   MM -1.5    MM
2017 03 26 05 50 160  6.0  7.0   1.4     8   5.2 124 1022.8  21.3  21.0  11.6   MM -0.9    MM
2017 03 26 04 50 130  7.0  9.0   1.3     8   4.9 138 1023.0  21.2  21.0  11.5   MM -0.4    MM
2017 03 26 03 50 120  7.0  8.0   1.4     8   5.0 136 1023.5  21.3  21.1  12.5   MM +0.4    MM
2017 03 26 02 50 130  7.0  9.0   1.2     8   4.9 114 1023.7  21.4  21.2  12.6   MM +0.7    MM
2017 03 26 01 50 140  8.0 10.0   1.3     7   5.2 118 1023.4  21.4  21.4  13.6   MM +0.3    MM
2017 03 26 00 50 120  7.0  9.0   1.2     7   5.2 112 1023.1  21.4  21.6  13.8   MM +0.0    MM
2017 03 25 23 50 140  7.0  9.0   1.2     8   5.3 138 1023.0  21.2  21.9  13.4   MM -0.8    MM
2017 03 25 22 50 140  6.0  8.0   1.2     7   5.5 144 1023.1  21.2  22.0  13.3   MM -1.5    MM
2017 03 25 21 50 150  6.0  7.0   1.3     8   5.4 129 1023.3  21.1  22.2  12.9   MM -2.0    MM
2017 03 25 20 50 140  7.0  9.0   1.2     8   5.0 143 1023.8  21.1  22.2  13.2   MM -2.7    MM
2017 03 25 19 50 140  7.0  9.0   1.3     8   5.2 125 1024.6  20.9  22.0  12.8   MM -2.4    MM
2017 03 25 18 50 150  7.0  8.0   1.2     8   5.1 148 1025.3  21.1  21.7  12.6   MM -1.9    MM
2017 03 25 17 50 140  7.0  8.0   1.3     7   5.0 136 1026.5  20.9  21.3  12.5   MM -1.3    MM
2017 03 25 16 50 130  7.0  8.0   1.4     6   5.3 138 1027.0  20.9  21.2  12.8   MM -0.7    MM
2017 03 25 15 50 120  7.0  8.0   1.3     8   5.6 140 1027.2  21.0  21.1  12.3   MM +0.0    MM
2017 03 25 14 50 120  4.0  5.0   1.3     8   5.5 150 1027.8  20.9  21.1  11.8   MM +1.7    MM
2017 03 25 13 50 120  1.0  2.0   1.3     8   5.6 130 1027.7  20.7  21.2  11.1   MM +2.7    MM
2017 03 25 12 50 150  3.0  3.0   1.3     7   5.4 120 1027.4  20.5  21.3   9.9   MM +2.0    MM
2017 03 25 11 50 160  6.0  7.0   1.3     7   5.1 127 1026.1  20.5  21.6  10.7   MM +0.3    MM
2017 03 25 10 50 160  7.0  9.0   1.2     8   5.2 118 1025.0  20.8  21.8  12.2   MM -1.3    MM
2017 03 25 09 50 160  6.0  8.0   1.2     8   5.1 128 1025.4  20.5  21.8  10.9   MM -1.5    MM
2017 03 25 08 50 150  6.0  9.0   1.4     7   4.9 116 1025.8  20.4  21.7  10.8   MM -1.7    MM
2017 03 25 07 50 150  9.0 11.0   1.4     8   4.7 122 1026.3  20.5  21.5  11.2   MM -1.5    MM
2017 03 25 06 50 160  8.0  9.0   1.4     7   4.8 135 1026.9  20.7  21.4  11.7   MM -1.3    MM
2017 03 25 05 50 150  7.0  8.0   1.3     8   4.7 130 1027.5  20.9  21.7  11.3   MM -0.8    MM
2017 03 25 04 50 150  8.0  9.0   1.4     7   5.0 119 1027.8  20.7  21.8  12.6   MM -0.5    MM
2017 03 25 03 50 140  8.0  9.0   1.3     8   5.0 118 1028.2  20.8  21.9  11.9   MM +0.0    MM
2017 03 25 02 50 140  7.0  9.0   1.3     8   5.2 129 1028.3  20.8  21.9  11.9   MM +0.0    MM
2017 03 25 01 50 140  7.0  9.0   1.2     7   5.2 136 1028.3  20.9  22.0  11.4   MM +0.0    MM
2017 03 25 00 50 150  5.0  6.0   1.2     8   5.5 133 1028.3  20.9  22.0  11.3   MM -0.3    MM
2017 03 24 23 50 110  4.0  6.0   1.2     7   5.2 126 1028.5  20.3  22.1  12.3   MM -0.6    MM
2017 03 24 22 50 110  5.0  7.0   1.2     7   5.2 127 1028.3  20.0  22.1  12.6   MM -1.4    MM
2017 03 24 21 50 140  5.0  6.0   1.3     8   4.9 124 1028.6  19.8  22.2  12.2   MM -1.6    MM
2017 03 24 20 50 130  7.0  8.0   1.2     8   4.9 108 1029.1  20.6  22.2  10.9   MM -1.8    MM
2017 03 24 19 50 140  6.0  8.0   1.3     7   5.0 110 1029.7  20.6  22.2  10.0   MM -1.9    MM
2017 03 24 18 50 150  6.0  7.0   1.4     7   4.9 114 1030.2  20.5  22.0   9.7   MM -1.5    MM
2017 03 24 17 50 140  6.0  8.0   1.4     8   4.9 101 1030.9  20.7  21.9   9.4   MM -0.6    MM
2017 03 24 16 50 120  7.0  8.0   1.5     5   4.9  89 1031.6  20.5  21.8  10.1   MM +0.0    MM
2017 03 24 15 50 110  7.0  9.0   1.5     7   5.0 110 1031.7  20.3  21.4  11.7   MM +0.4    MM
2017 03 24 14 50 120  7.0  9.0   1.5     6   5.3 130 1031.5  20.2  21.5  11.1   MM +0.3    MM
2017 03 24 13 50 110  6.0  8.0   1.5     6   5.2 120 1031.6  20.0  21.4  10.4   MM +0.9    MM
2017 03 24 12 50  90  5.0  7.0   1.4     7   5.3 109 1031.3  19.6  21.5  10.6   MM +1.0    MM
2017 03 24 11 50  90  7.0  8.0   1.7     7   5.4  81 1031.2  19.1  21.6  10.6   MM +1.1    MM
2017 03 24 10 50 100  4.0  6.0   1.6     7   5.3  83 1030.7  19.2  21.6   6.9   MM +0.6    MM
2017 03 24 09 50 110  7.0  9.0   1.6     7   5.3  73 1030.3  19.1  21.6   8.7   MM +0.0    MM
2017 03 24 08 50 120  6.0  8.0   1.5     6   5.2  75 1030.1  19.0  21.8   8.0   MM -0.5    MM
2017 03 24 07 50 110  7.0  9.0   1.7     7   5.3  69 1030.1  18.9  21.9   8.6   MM -0.7    MM
2017 03 24 06 50 110  7.0  8.0   1.5     7   4.9  42 1030.3  18.7  21.4   8.1   MM -0.7    MM
2017 03 24 05 50 100  9.0 11.0   1.7     7   5.1  69 1030.6  18.6  22.1   9.1   MM -0.3    MM
2017 03 24 04 50  90  9.0 11.0   1.8     7   5.1  59 1030.8  18.3  21.8  10.7   MM +0.0    MM
2017 03 24 03 50  80  9.0 12.0   1.9     7   5.2  71 1031.0  17.7  21.7  10.6   MM +0.3    MM
2017 03 24 02 50  70 10.0 12.0   1.9     7   5.0  55 1030.9  17.2  21.7  10.8   MM +0.0    MM
2017 03 24 01 50  60 10.0 12.0   2.0     7   5.0  66 1030.9  16.9  21.8  10.9   MM +0.3    MM
2017 03 24 00 50  60 10.0 12.0   2.0     7   5.0  73 1030.7  16.6  21.6  10.7   MM +0.4    MM
2017 03 23 23 50  50 11.0 13.0   2.1     7   5.1  55 1030.7  16.1  21.7  10.5   MM +0.5    MM
2017 03 23 22 50  40 12.0 15.0   2.2     7   5.1  61 1030.6  15.9  21.7  11.3   MM +0.5    MM
2017 03 23 21 50  40 12.0 14.0   2.1     7   5.1  33 1030.3  15.7  21.6  10.8   MM -0.3    MM
2017 03 23 20 50  30 12.0 15.0   2.2     6   5.2  34 1030.2  15.4  21.5  10.4   MM -0.8    MM
2017 03 23 19 50  30 12.0 15.0   2.0     7   5.1  48 1030.1  15.1  21.5  10.3   MM -1.2    MM
2017 03 23 18 50  30 12.0 15.0   1.9     6   4.9  46 1030.6  14.9  21.5   9.7   MM -0.7    MM
2017 03 23 17 50  40 12.0 14.0   1.8     7   4.8  57 1031.0  15.2  21.4   9.4   MM   MM    MM
2017 03 23 16 50  40 11.0 13.0   2.0     6   4.9  44 1031.3  15.5  21.2   8.6   MM +1.6    MM
2017 03 23 15 50  40 11.0 14.0   2.2     7   5.3  52 1031.3  15.7  21.2   8.0   MM +2.7    MM
2017 03 23 14 50  50 10.0 12.0   2.3     7    MM  MM 1030.8  16.0  21.2   5.9   MM   MM    MM
2017 03 23 13 50  50 11.0 14.0   2.4     8   5.4  65 1029.7  15.8  20.0   6.6   MM +2.8    MM
2017 03 23 12 50  60 11.0 13.0   2.4     7   5.3  56 1028.6  15.9  19.1   7.4   MM +2.6    MM
2017 03 23 11 50  60 11.0 14.0   2.5     8   5.5  54 1027.5  15.8  18.9   7.4   MM +1.8    MM
2017 03 23 10 50  60 10.0 13.0   2.4     8   5.7  71 1026.9  16.0  18.8   7.8   MM +1.3    MM
2017 03 23 09 50  60 11.0 13.0   2.6     7   5.6  47 1026.0  16.0  18.8   7.8   MM +0.4    MM
2017 03 23 08 50  50 12.0 15.0   2.7     8   5.7  48 1025.7  15.5  18.8   8.2   MM +0.5    MM
2017 03 23 07 50  50 13.0 17.0   2.6     7   5.5  48 1025.6  15.3  18.8   8.4   MM +0.9    MM
2017 03 23 06 50  50 13.0 17.0   2.5     7   5.4  47 1025.6  15.6  18.7   8.7   MM +1.1    MM
2017 03 23 05 50  40 14.0 16.0   2.2     6   5.2  51 1025.2  16.2  18.8   9.1   MM +1.4    MM
2017 03 23 04 50  50 13.0 15.0   2.2     6   5.2  58 1024.7  16.5  19.1  10.1   MM +1.6    MM
2017 03 23 03 50  50 12.0 14.0   2.0     8   5.1  58 1024.5  16.9  19.1  10.9   MM +2.3    MM
2017 03 23 02 50  50 12.0 14.0   2.0     8   5.3  61 1023.8  17.2  19.1  11.7   MM +2.8    MM
2017 03 23 01 50  50 11.0 13.0   1.9     7   5.1  65 1023.1  17.6  19.0  11.7   MM +3.1    MM
2017 03 23 00 50  60  9.0 11.0   1.9     7   4.9  58 1022.2  17.7  18.8  11.7   MM +3.0    MM
2017 03 22 23 50  60  9.0 11.0   1.7     6   4.7  54 1021.0  17.7  18.8  11.3   MM +2.4    MM
2017 03 22 22 50  70 10.0 11.0   1.7     6   4.7  48 1020.0  17.6  18.7  11.0   MM +1.9    MM
2017 03 22 21 50  60 11.0 12.0   1.5     6   4.4  34 1019.2  17.5  18.6  11.1   MM +1.5    MM
2017 03 22 20 50  60 11.0 13.0   1.4     5   4.4  17 1018.6  17.3  18.7  11.1   MM +1.1    MM
2017 03 22 19 50  40 12.0 14.0   1.3     5   4.2  17 1018.1  17.1  18.7  10.5   MM +0.8    MM
2017 03 22 18 50  20 11.0 14.0   1.2     4   4.1   3 1017.7  17.1  18.7  12.8   MM +0.6    MM
2017 03 22 17 50  20 11.0 13.0   1.0     4   3.9   2 1017.5  17.2  18.7  11.3   MM +0.9    MM
2017 03 22 16 50  10 11.0 13.0   1.0     6   3.9 198 1017.3  17.5  18.8  11.6   MM +1.8    MM
2017 03 22 15 50 360  9.0 11.0   0.9     6   4.3 198 1017.1  17.5  18.8  14.9   MM +2.2    MM
2017 03 22 14 50 320  8.0  9.0   1.1     6   4.6 202 1016.6  17.4  18.8  15.7   MM +2.7    MM
2017 03 22 13 50 290  7.0  9.0   1.1     6   4.5 195 1015.5  18.1  18.8  15.4   MM +2.4    MM
2017 03 22 12 50 280  7.0  9.0   1.2     6   4.7 195 1014.9  18.4  18.8  15.5   MM +2.6    MM
2017 03 22 11 50 290  7.0  8.0   1.3     6   4.6 202 1013.9  18.3  18.8  15.9   MM +1.8    MM
2017 03 22 10 50 290  7.0  8.0   1.3     6   4.7 193 1013.1  18.6  18.9  16.6   MM +1.1    MM
2017 03 22 09 50 230  7.0  8.0   1.3     6   4.6 198 1012.3  19.5  18.9  17.7   MM -2.0    MM
2017 03 22 08 50 210  7.0  8.0   1.3     6   5.0 199 1012.1  19.0  18.8  17.7   MM -1.1    MM
2017 03 22 07 50 140  5.0  7.0   1.5     6   5.0 202 1012.0  18.4  18.7  17.0   MM -0.9    MM
2017 03 22 06 50  60  3.0  5.0   1.5     6   4.7 205 1014.3  17.8  18.7  16.9   MM +1.0    MM
2017 03 22 05 50 230 11.0 12.0   1.6     6   4.7 214 1013.2  20.7  18.7  16.8   MM -0.0    MM
2017 03 22 04 50 220 11.0 13.0   1.5     5   4.7 219 1012.9  20.9  18.6  17.0   MM +0.0    MM
2017 03 22 03 50 220 10.0 12.0   1.4     6   4.7 224 1013.3  20.8  18.6  17.5   MM +0.4    MM
2017 03 22 02 50 210  9.0 11.0   1.4     6   4.7 212 1013.4  21.1  18.7  17.5   MM +0.6    MM
2017 03 22 01 50 210  9.0 11.0   1.4     6   4.7 221 1013.1  20.9  18.7  17.7   MM +0.3    MM
2017 03 22 00 50 210  9.0 10.0   1.4     6   4.7 220 1012.9  20.6  18.7  18.2   MM -0.3    MM
2017 03 21 23 50 210  9.0 11.0   1.3     6   4.6 215 1012.8  20.4  18.8  18.1   MM -0.8    MM
2017 03 21 22 50 210  9.0 10.0   1.4     6   4.6 218 1012.8  20.1  18.9  17.9   MM -1.1    MM
2017 03 21 21 50 210  8.0 10.0   1.4     6   4.7 220 1013.2  19.9  19.0  17.6   MM -1.5    MM
2017 03 21 20 50 220  9.0 10.0   1.4     6   4.6 218 1013.6  19.4  19.1  16.9   MM -1.7    MM
2017 03 21 19 50 230 10.0 12.0   1.3     6   4.6 222 1013.9  19.1  19.1  16.4   MM -2.3    MM
2017 03 21 18 50 230  9.0 11.0   1.4     5   4.5 230 1014.7  19.1  19.1  16.5   MM -1.9    MM
2017 03 21 17 50 220  9.0 11.0   1.3     5   4.4 225 1015.3  19.1  19.1  16.4   MM -2.0    MM
2017 03 21 16 50 220  9.0 11.0   1.3     5   4.4 235 1016.2  18.9  19.0  15.7   MM -1.5    MM
2017 03 21 15 50 220 10.0 11.0   1.3     5   4.5 230 1016.6  18.7  19.0  14.8   MM -1.3    MM
2017 03 21 14 50 230  8.0 10.0   1.2     5   4.6 228 1017.3  19.0  19.0  15.3   MM +0.0    MM
2017 03 21 13 50 220  8.0 10.0   1.3     5   4.7 230 1017.7  18.7  19.1  15.0   MM +0.4    MM
2017 03 21 12 50 230  9.0 11.0   1.3     5   4.8 230 1017.9  18.7  19.2  14.5   MM +1.0    MM
2017 03 21 11 50 230 10.0 11.0   1.2     5   4.6 234 1017.5  18.7  19.4  14.1   MM -0.0    MM
2017 03 21 10 50 220  9.0 10.0   1.2    13   4.7 102 1017.3  18.9  19.6  12.2   MM -0.5    MM
2017 03 21 09 50 220  9.0 11.0   1.2    11   4.8 111 1016.9  18.7  19.8  12.5   MM -2.0    MM
2017 03 21 08 50 230  9.0 10.0   1.2    12   5.3 100 1017.5  18.9  20.0  10.9   MM -2.1    MM
2017 03 21 07 50 230  8.0 10.0   1.3    13   5.6 112 1017.8  18.8  20.0  10.5   MM -2.1    MM
2017 03 21 06 50 230  8.0  9.0   1.2    11   5.9  90 1018.9  18.6  20.1   9.5   MM -1.4    MM
2017 03 21 05 50 230  7.0  8.0   1.2    12   5.9  96 1019.6  18.4  20.2   9.4   MM -0.3    MM
2017 03 21 04 50 230  6.0  8.0   1.4    11   6.9 103 1019.9  18.2  20.2   9.6   MM +0.0    MM
